Coder: Michele,,,perc_ratio,,test_diag,,,,p-value,,,df_n,,test_stat,,,,,,,,,,ratio,,,,sample size/marginals,,,,,,,,,,,,,,,,,,,
page,type_stat,reported,num,denom,tp,tn,fp,fn,test_stat,df1,df2,design,n,m1,sd1,n1,m2,sd2,n2,a,b,c,d,a,b,c,d,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20
6,perc_ratio,1.1,11718,1050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,perc_ratio,3.1,87,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,8.9,276,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,23.9,737,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,16.8,518,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,13.6,420,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,12.6,390,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,13.2,409,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,6.5,202,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,3.3,102,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,1.1,35,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,45,1389,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,55,1700,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,perc_ratio,88.9,2746,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
